uur,c_x,c_y,b_x,b_y,ster_x,ster_y
4087,71613589861.24745,-35171967559.0141,96760312019.29535,1364782217.0914052,91650796767.76369,-28883393008.616375
4088,72278694725.38315,-30434711806.95107,100700219662.06877,308555400.6183876,91649028431.34113,-28893047630.32585
4089,74241334559.8461,-25593068238.63081,104484230557.08397,-1249885308.697239,91645784418.91248,-28899947178.732414
4090,77742589908.56181,-21042282637.5994,108045250586.64034,-3287949024.4176664,91641014321.61119,-28903496026.633453
4091,82922262807.8853,-17438520583.819927,111319419881.13388,-5773318534.139196,91634835346.96146,-28902674904.86032
4092,89537836639.29681,-15719258256.274687,114247680602.6712,-8664451496.154018,91628040911.95068,-28896000392.41797
4093,96589830460.38718,-16723553686.911598,116777199063.19414,-11911426892.804684,91622782551.70857,-28882219568.797924
4094,102571794022.67389,-20361521235.02945,118862561436.04553,-15457167118.23919,91622102306.17757,-28861833018.947765
4095,106544596349.96146,-25563743941.68144,120466913510.76093,-19239034294.591164,91627946739.90854,-28837178668.50002
4096,108472016224.29701,-31212187392.999065,121563385391.21123,-23190361334.639244,91640540282.01474,-28810707663.55536
4097,108728114038.66844,-36614295431.96382,122135940704.43106,-27241485107.120247,91659287870.47392,-28784104823.615616
4098,107727402906.53998,-41429633435.90063,122179063653.19078,-31321203550.210007,91683458169.05202,-28758415243.979183
4099,105812286943.80122,-45511483600.83417,121697317831.42807,-35358680657.01154,91712393542.53903,-28734324963.817116
4100,103246183358.78186,-48806241134.917076,120704935463.14339,-39285191231.73848,91745525139.43092,-28712336081.030865
4101,100231414395.84966,-51302424559.55312,119225210565.19373,-43035605508.73299,91782343488.86188,-28692851983.76211
4102,96927744411.57072,-53006354307.16954,117289659774.40776,-46549638538.93821,91822369272.46596,-28676214828.224617
4103,93466918883.76102,-53930744494.740486,114937002667.51602,-49772864292.91935,91865132521.72202,-28662720605.8722
4104,89963546295.82152,-54089488269.669334,112212028338.97044,-52657488758.26523,91910159220.79108,-28652624213.819622
4105,86523532733.62021,-53495540819.650856,109164410956.32712,-55162885818.79207,91956962717.72723,-28646140210.253437
4106,83251215495.70395,-52160561399.222824,105847527550.25314,-57255911784.20647,92005037519.53828,-28643441628.05373
4107,80256186423.3459,-50095905737.6023,102317319421.10129,-58911023958.9809,92053853402.93538,-28644657450.503086
4108,77660736333.98207,-47315227083.89431,98631225806.5116,-60110233778.93246,92102847956.66272,-28649868094.100487
4109,75608893135.76044,-43839732936.97705,94847206690.45027,-60842925441.53793,92151415664.44211,-28659096787.879726
4110,74278038923.91066,-39708507375.750626,91022862935.63324,-61105567653.37894,92198891665.17606,-28672292247.037956
4111,73893547811.20969,-34999038173.23208,87214657494.04729,-60901341744.271385,92244529354.4803,-28689293035.890568
4112,74743775686.89955,-29868582059.359634,83477240066.98474,-60239707016.55233,92287476730.69023,-28709753906.550858
4113,77179893089.25305,-24636197946.58821,79862875772.35197,-59135924795.0063,92326780055.82477,-28732997452.503487
4114,81541471928.77141,-19926945103.1715,76420973273.06833,-57610564124.156425,92361523725.45215,-28757751335.918125
4115,87853171334.89941,-16811480422.590359,73197699675.93831,-55689012017.206894,92391391360.9613,-28781893965.04944
4116,95226478314.13026,-16499321938.246181,70235661434.79137,-53401009866.05244,92417769927.50002,-28803022352.51927
4117,101912789916.94392,-19194221588.53018,67573630843.391685,-50780231970.94358,92443653539.4695,-28820563473.41974
4118,106709472118.89362,-23810027750.73065,65246316024.67772,-47863896334.83433,92471054258.84315,-28836300050.153507
4119,109474096858.03717,-29143412406.366455,63284174893.66519,-44692378222.093414,92500055746.17336,-28852212163.92806
4120,110533959105.07126,-34447957618.121124,61713250135.87392,-41308825958.311035,92529902146.87035,-28869421800.916203
4121,110272346889.9534,-39343574354.70094,60555006073.51129,-37758788608.10333,92559761313.14876,-28888361925.9508
4122,109009957667.87878,-43649112241.177536,59826160657.82033,-34089852221.650005,92588944270.94002,-28909087020.53727
4123,106995944097.44588,-47280760664.192055,59538510545.850845,-30351274507.307583,92616922743.92516,-28931462414.76856
4124,104423522435.29999,-50200798590.8924,59698749264.439644,-26593606372.326023,92643301463.47162,-28955260932.811295
4125,101446601278.60347,-52392596005.825615,60308280556.56438,-22868288807.516823,92667788626.9343,-28980211316.57712
4126,98193006031.46834,-53848305895.854164,61363031507.12353,-19227213979.188564,92690172629.35863,-29006023478.130276
4127,94774552616.48238,-54562708913.30771,62853272887.23677,-15722240069.213974,92710304557.83466,-29032402687.71883
4128,91295052383.62045,-54530167098.2127,64763457256.38197,-12404650528.226427,92728084393.23788,-29059058359.841015
4129,87857314976.47015,-53743322969.16707,67072088631.03893,-9324550178.247417,92743448872.89604,-29085709994.22763
4130,84570131465.34846,-52193068405.51445,69751640828.2004,-6530193230.298676,92756359103.94879,-29112091176.913303
4131,81556256426.66286,-49869945980.50694,72768544698.41603,-4067241972.9828873,92766785931.92879,-29137951349.009956
4132,78962609423.82674,-46767919347.90845,76083267041.34476,-1977959811.6764166,92774690682.20439,-29163053595.97186
4133,76974238588.53693,-42892863605.21977,79650505581.88829,-300348608.56057835,92779998288.91415,-29187164067.567444
4134,75833644901.73616,-38281178921.37239,83419524362.13655,932752065.0136468,92782559723.16457,-29210022970.07151
4135,75864948398.68031,-33040698155.891624,87334651474.11395,1694577062.5738287,92782104547.62021,-29231274550.37738
4136,77490075439.03963,-27439425394.393265,91335955155.9095,1965321609.9700618,92778207124.86514,-29250308801.76859
4137,81173901966.61455,-22079400229.037582,95360103628.54262,1732949081.0115094,92770382640.3585,-29265945873.505444
4138,87102253841.97583,-18105934999.840694,99341400375.19101,993845260.4192874,92758674285.33122,-29276054407.60947
4139,94448750214.10117,-16922294284.963741,103213004857.76788,-246784061.9665184,92744996875.35966,-29278079552.598278
4140,101367844737.64877,-18858423803.33222,106908530770.60074,-1974705632.4864805,92733140291.5166,-29271496942.05475
4141,106576858627.50905,-22851595236.223053,110363946043.12314,-4165997452.3562403,92725843559.63101,-29258404962.060284
4142,109873779872.30484,-27722166280.96248,113518683752.45042,-6786776775.946902,92723834326.71362,-29241175861.168808
4143,111521670535.8251,-32732605300.51265,116316840304.52168,-9794197247.449514,92726956009.60385,-29221419939.97727
4144,111850210877.15352,-37491228909.0683,118708769556.91724,-13137497305.404446,92734892562.60376,-29200156754.071674
4145,111142266469.86775,-41795425181.220795,120652508702.61977,-16759088751.129171,92747369100.2866,-29178097574.18056
4146,109621887968.00626,-45537626348.004875,122114911163.95883,-20595875918.921513,92764167358.22993,-29155810882.034756
4147,107465817315.8101,-48657158294.59226,123072460550.75679,-24580787563.767666,92785099716.77158,-29133802093.472412
4148,104817040989.39595,-51115988928.75598,123511742631.398,-28644441222.791046,92809981460.33063,-29112548472.31326
4149,101796054793.91328,-52886183605.5811,123429566642.8054,-32716849168.74284,92838609310.96971,-29092512230.81764
4150,98509813671.27034,-53943134332.68214,122832748816.69443,-36729078560.398315,92870746209.53061,-29074143261.224327
4151,95059226663.2444,-54261740441.49979,121737592196.36365,-40614789432.30453,92906110559.6194,-29057877146.385063
4152,91546174480.62137,-53814236383.363365,120169113577.97505,-44311590643.997475,92944367835.23114,-29044131204.064686
4153,88081091223.14938,-52569198768.49435,118160078687.24977,-47762173584.56979,92985122274.40211,-29033299662.892353
4154,84792378808.96692,-50491934935.170616,115749909877.81702,-50915203704.93131,93027905944.38739,-29025747714.217445
4155,81839414733.01662,-47547408476.6537,112983527311.76517,-53725968244.21571,93072161576.7962,-29021802320.673748
4156,79431682942.0976,-43708838594.41285,109910176489.22157,-56156792732.74937,93117214201.48737,-29021733928.177475
4157,77857084242.4884,-38979809866.303474,106582284751.28581,-58177248045.81085,93162225697.86734,-29025714515.279408
4158,77519462013.72215,-33448928459.244667,103054379620.01591,-59764174811.08334,93206132004.81012,-29033716750.20068
4159,78963274277.16295,-27418598199.303963,99382093716.5805,-60901555318.1644,93247603504.28423,-29045277482.912895
4160,82768646545.42052,-21658687735.43524,95621273514.23006,-61580267309.08437,93285243608.68665,-29059031828.537357
4161,89003071731.91544,-17609265316.705936,91827201033.82906,-61797759796.0783,93318603527.84038,-29072341547.219887
4162,96390825809.50534,-16624575938.999443,88053930628.85732,-61557691950.695145,93349716446.81708,-29082690075.353867
4163,103070215161.93176,-18542077003.234135,84353738542.38547,-60869549383.36317,93381705588.41331,-29090321215.464226
4164,108129721462.46222,-22223843717.797016,80776668552.08757,-59748221334.42071,93415956655.00752,-29097244121.234142
4165,111501512516.50682,-26694723416.14941,77370147983.36969,-58213561751.12703,93452316279.9036,-29105138914.724663
4166,113404406067.48419,-31362544782.710144,74178660264.43399,-56289969750.7612,93490120243.8938,-29114953430.587543
4167,114091225145.11385,-35893958701.3603,71243463811.32391,-54005998419.44815,93528660602.73111,-29127134265.30591
4168,113781424910.03722,-40098322708.76529,68602345619.306755,-51393989600.201805,93567311262.9316,-29141842854.207436
4169,112653697807.80017,-43860374017.657616,66289398127.544655,-48489730310.53823,93605542915.7291,-29159081532.480835
4170,110853201079.77246,-47104335634.442184,64334809340.03817,-45332125549.86533,93642910952.70268,-29178761587.029472
4171,108500638295.19185,-49774620045.26926,62764658050.80349,-41962881216.572105,93679039935.56187,-29200740669.294254
4172,105700331656.83336,-51824996970.148285,61600708029.68611,-38426189787.97659,93713609931.451,-29224844597.49015
4173,102547150036.92218,-53212105010.756355,60860197100.94451,-34768410463.767136,93746344986.4529,-29250881188.05707
4174,99132870039.89436,-53891234071.16623,60555619208.42444,-31037734698.42005,93777002684.85583,-29278649989.141747
4175,95552786349.52208,-53813358555.567345,60694499863.036446,-27283827500.16964,93805363287.97197,-29307949851.84413
4176,91913639191.2737,-52923042516.24752,61279167870.51578,-23557434631.59631,93831216468.10605,-29338585095.081898
4177,88344411577.33896,-51157463149.9395,62306528990.69988,-19909946041.58427,93854342743.84232,-29370369866.857006
4178,85012462470.51192,-48447901237.10391,63767850220.15531,-16392906706.94813,93874485021.97917,-29403128269.019093
4179,82148958114.67296,-44727698431.805885,65648566758.96084,-13057467931.290455,93891302875.20288,-29436682916.816776
4180,80089051870.94844,-39957677073.69368,67928127574.9762,-9953775704.13567,93904299420.2921,-29470811694.523422
4181,79328277227.01018,-34198179835.686455,70579900576.09973,-7130299165.945116,93912717975.0132,-29505118969.233772
4182,80557850365.8841,-27794476357.352955,73571168182.08272,-4633112424.560347,93915477041.9354,-29538698208.784775
4183,84469247279.7343,-21736433356.12834,76863270069.35136,-2505141691.297149,93911529521.80098,-29569473736.621704
4184,90889173822.97874,-17755182774.470814,80411962859.5152,-785244371.9518595,93901454351.4047,-29594028033.074337
4185,98116694202.91058,-16956726838.44749,84167635855.00769,493232953.1909795,93888676525.47548,-29610127672.222706
4186,104466237716.40088,-18770535215.47104,88075234338.4752,1303328506.543744,93876624679.72318,-29618665577.155178
4187,109320526550.75418,-22109997050.082226,92075164983.06169,1624782144.421415,93866785841.49062,-29621524838.883274
4188,112676951540.98659,-26173853279.090023,96104411029.65324,1444893124.6801333,93859534651.54706,-29620107175.17005
4189,114712106461.0888,-30477045410.635975,100097620446.61096,759365699.0036148,93854929288.78891,-29615281056.733345
4190,115620305910.40637,-34731522228.16644,103988345941.85257,-427068556.7901176,93853001710.78134,-29607604963.746696
4191,115571946374.83867,-38758915653.30413,107710446116.35086,-2100280272.2567525,93853826147.08058,-29597490447.83349
4192,114708823995.98085,-42440791712.63051,111199599956.57845,-4236650084.930858,93857518837.5982,-29585294331.790092
4193,113148903735.8796,-45691230187.30164,114394870191.18169,-6803279181.693802,93864220070.74637,-29571367993.770943
4194,110992656658.92953,-48441251688.22302,117240242347.35571,-9758514511.07602,93874073475.06587,-29556082976.790054
4195,108329091941.3569,-50629418764.734726,119686062874.22955,-13052782022.875492,93887206465.65126,-29539843415.30245
4196,105241400012.78743,-52195649903.85612,121690302528.1113,-16629700421.970911,93903712432.53958,-29523090896.005043
4197,101812706591.03365,-53076683752.67353,123219580844.5515,-20427427955.247948,93923634126.9241,-29506304910.604908
4198,98132767522.5848,-53202386091.20345,124249903299.1961,-24380178509.55867,93946947000.1842,-29490000762.23204
4199,94306876968.65427,-52492625277.94289,124767082934.6315,-28419832989.582886,93973540316.81241,-29474725865.306503
4200,90469068632.3716,-50855137070.51565,124766840283.72383,-32477568814.825245,94003192245.77267,-29461054116.222874
4201,86803152045.08772,-48186346691.89253,124254596547.50621,-36485434487.391655,94035532316.61761,-29449575137.914436
4202,83577404082.66988,-44381291701.156425,123244992695.30017,-40377806404.157684,94069980325.4426,-29440867447.99509
4203,81200183901.59288,-39370400873.815445,121761179898.3854,-44092679400.94925,94105648033.10503,-29435423122.63704
4204,80291618647.5015,-33230420918.060135,119833934372.91197,-47572758753.15178,94141212284.8339,-29433437014.177803
4205,81680984880.6904,-26461418696.701134,117500653571.30275,-50766338120.63274,94174925725.91003,-29434291244.079823
4206,85968014970.63121,-20382462259.242527,114804292107.51003,-53627964102.79136,94205431304.57188,-29435822291.9741
4207,92461872804.16728,-16728979755.36195,111792291296.8913,-56118896960.9719,94233723407.15013,-29435060125.919605
4208,99368467698.88704,-16031881917.975565,108515531568.9128,-58207367222.43177,94262808895.18605,-29431213034.251793
