uur,m1x,m1y,m2x,m2y,Mx,My
700,-102132734.88241766,393976818.5405319,613403311.5442305,216474872.29321572,886134.7011997167,2051532.759383588
701,-164572614.3799223,376102571.5459818,628086934.4585363,167415985.34765658,889952.8264482924,2056551.17787069
702,-223042270.61815703,349253325.0346865,638997144.9851325,117362303.13975213,893679.5396191498,2062017.1127776222
703,-276298464.9119267,314321168.06150985,646064926.9300205,66614366.35893011,897258.0798077348,2067880.9825162382
704,-323302896.23829186,272346611.36707616,649246887.0686274,15477698.557882488,900640.6824086341,2074086.0948324157
705,-363229019.4006474,224471240.27945548,648525629.4378873,-35739641.54953968,903788.8905098452,2080570.9368378168
706,-395458847.9881999,171895443.08421335,643909853.8506317,-86729533.60930997,906673.4019502292,2087271.2268453862
707,-419572641.8898928,115842636.8191637,635434178.4779506,-137186257.8273023,909273.5885053626,2094121.660152764
708,-435334161.18381417,57530379.29750143,623158692.1151211,-186808909.28298318,911576.8132650343,2101057.3295519985
709,-442673718.27519494,-1851975.1117491126,607168247.352411,-235303729.42846024,913577.6509495262,2108014.8357987963
710,-441670728.7244364,-61159862.09101375,587571511.0497516,-282386322.47230947,915277.0907719556,2114933.1242200923
711,-432536948.7680626,-119305334.7834911,564499793.0543033,-327783727.83472276,916681.7772240221,2121754.093716196
712,-415601147.86306286,-175265179.4910713,538105677.8428618,-371236324.03576326,917803.3233770701,2128423.0268286793
713,-391295616.6074359,-228086315.30986384,508561486.6072624,-412499544.04436284,918657.7148429842,2134888.8872237117
714,-360144651.2355005,-276889369.135167,476057599.1687226,-451345387.06037194,919264.8102965243,2141104.5261611748
715,-322754971.49473596,-320871194.3353589,440800665.9865592,-487563716.7076819,919647.9357610723,2147026.833851937
716,-279807901.02339727,-359306979.72653353,403011740.42689645,-520963340.4582201,919833.5638533712,2152616.8660024814
717,-232053050.4739703,-391552485.63647115,362924360.39231557,-551372869.5255302,919851.0650273836,2157839.970788647
718,-180303177.84628013,-417046849.12482935,320782606.371033,-578641362.0651051,919732.5148134115,2162665.937133711
719,-125429844.99599314,-435316319.4967562,276839159.9289601,-602638754.4015726,919512.5385136601,2167069.1814051103
720,-68359434.65875798,-445979214.26761854,231353383.33197,-623256082.6237952,919228.1723291453,2171028.986243703
721,-10069035.795999348,-448752320.42602825,184589444.8721903,-640405483.8136816,918918.7171340819,2174529.8018353125
722,48418330.235574946,-443458891.4124391,136814575.9104555,-654019951.6188326,918625.5578988085,2177561.6160635776
723,106039648.51462048,-430038150.5647022,88297733.27227315,-664053072.0249538,918391.918037471,2180120.3950557136
724,161700033.39322507,-408555789.95672184,39308143.35347215,-670479472.6283035,918262.513968741,2182208.5886145206
725,214284286.92378813,-379216037.9217707,-9887125.46792683,-673294304.6823108,918283.0725722148,2183835.685012054
726,262671606.4479447,-342374676.72139937,-59024514.70120067,-672511876.0503942,918499.6732431529,2185018.7890242087
727,305754655.52772945,-298551338.4405795,-107844987.0228277,-668164941.0880233,918957.8759972815,2185783.182611865
728,342463945.5173279,-248440126.69555908,-156095162.4808756,-660304051.1916558,919701.6028184904,2186162.808349747
729,371797843.4950271,-192916947.4297368,-203528411.7225882,-648996801.343602,920771.7531458,2186200.595356359
730,392858084.2533968,-133041417.56260407,-249905852.66118255,-634327006.9765618,922204.5579000012,2185948.5282980707
731,404889944.58630645,-70050933.32649836,-294997246.39689505,-616393840.5259621,924029.7115570357,2185467.346412306
732,407325257.01968235,-5344452.855130278,-338581797.3959954,-595310945.1760648,926268.368177277,2184825.7579114493
733,399825298.72586095,59546067.388506755,-380448864.48114115,-571205537.4378504,928931.1410531456,2184099.073099721
734,382319479.9746052,122997706.7605887,-420398589.48732126,-544217507.0926442,932016.2979464491,2183367.203504366
735,355034965.18789726,183351676.26897806,-458242450.49559945,-514498521.020842,935508.3811258534,2182712.046428289
736,318512230.94950527,238979058.42217126,-493803746.5083968,-482211135.89934677,939377.4874709857,2182214.368824494
737,273602386.09518766,288352623.56637955,-526918020.29232025,-447527923.47393066,943579.4052809033,2181950.405531812
738,221443937.69477892,330118377.09069717,-557433425.897051,-410630611.00616115,948056.7169502879,2181988.4705595956
739,163419359.25781524,363159639.20001185,-585211047.072878,-371709238.51622087,952740.8509019257,2182385.920211063
740,101094761.72513098,386646916.1739378,-610125172.4640138,-330961333.5658481,957554.9276011594,2183186.785296289
741,36148468.46552898,400068615.7860215,-632063533.0525376,-288591103.52932686,962417.1267880837,2184420.305252377
742,-29704282.908392183,403240401.3287694,-650927506.8628185,-244808644.5693862,967244.2361518947,2186100.4679433927
743,-94783260.95130661,396293989.6429133,-666632295.3915598,-199829165.8582183,971955.0403337796,2188226.517201449
744,-157505786.75650072,379648762.05847675,-679107075.5682824,-153872226.9559015,976473.2681730401,2190784.2695169286
745,-216435992.4404639,353971169.5033095,-688295130.1969486,-107160985.68364866,980729.9140872407,2193748.0053949314
746,-270319194.53005517,320127413.91688854,-694153958.597741,-59921453.354355276,984664.8584658611,2197082.677311729
747,-318101819.73338056,279134434.71274847,-696655367.1209416,-12381754.105795965,988227.807656816,2200746.197538601
748,-358938765.9576935,232113164.04113644,-695785535.4768279,35228613.40168192,991378.6420499431,2204691.6192567744
749,-392190858.17263645,180246714.67312086,-691545049.7286587,82679504.76002178,994087.2971854573,2208869.085786429
750,-417415245.4942314,124744934.85062619,-683948907.2761141,129740808.10851148,996333.3119712004,2213227.481465799
751,-434351291.7858951,66815756.693357855,-673026649.7172836,176183015.61905795,998105.168060777,2217715.765529728
752,-442904031.63156945,7642815.912426762,-658822846.541891,221778054.65812907,999399.5235313056,2222284.004296543
753,-443127324.2781139,-51631524.00432731,-641397049.9412999,266300584.86361474,1000220.4189729608,2226884.137240601
754,-435207833.3663803,-109918135.86980054,-620823305.9777398,309528724.16732913,1000578.5112206383,2231470.5216560448
755,-419450131.18308663,-166189335.0142314,-597190085.8764865,351244647.8924368,1000490.3706294214,2236000.3036871427
756,-396263515.6395484,-219484489.16490126,-570600303.1523823,391235397.86435133,999977.8611208204,2240433.6618652414
757,-366150771.70146513,-268913844.1880921,-541171257.2428545,429293776.66288584,999067.6098754194,2244733.964531914
758,-329698837.3981333,-313661296.94087493,-509034509.2020471,465219274.9150521,997790.5649360612,2248867.8768780245
759,-287571205.91010976,-352986753.11796254,-474335697.9695736,498819024.41076577,996181.6330072861,2252805.4477998298
760,-240501810.77841932,-386228606.1094277,-437234296.4652301,529908777.02800286,994279.3855280591,2256520.201797102
761,-189290076.57840347,-412806781.28797334,-397903302.31668884,558313908.8578917,992125.817937673,2259989.2568428353
762,-134796761.2245358,-432226710.5982153,-356528856.18065715,583870447.2915232,989766.1443643698,2263193.4854518576
763,-77940159.7103334,-444084530.13897216,-313309779.8515548,606426117.1634519,987248.6072944587,2266117.732821008
764,-19692176.25501661,-448073720.78466964,-268457026.1059633,625841400.4035449,984624.278816626,2268751.1025364585
765,38926300.77930749,-443993328.5978089,-222193032.3248207,641990601.9943563,981946.8266216123,2271087.3164658085
766,96851368.73881966,-431757795.54559815,-174750970.32114926,654762913.349947,979272.2140928832,2273125.1504955576
767,152984158.47353113,-411408287.824541,-126373885.47847115,664063462.5330526,976658.299811011,2274868.9410781562
768,206201770.12289414,-383125214.18408823,-77313719.2886534,669814339.0382949,974164.2982019022,2276329.1484230505
769,255371953.33836088,-347241366.85989666,-27830210.684536844,671955579.2310311,971850.060908434,2277522.949982418
770,299372371.34689915,-304254785.71184295,21810326.795260973,670446096.9958873,969775.1393086131,2278474.822296622
771,337115162.8386154,-254840047.13057834,71336352.99055593,665264542.7740132,967997.5945557309,2279217.0505209644
772,367577227.710769,-199856240.43648314,120472572.92006493,656410073.0128775,966572.5351253345,2279790.0843329164
773,389836157.7919661,-140349475.76571035,168941528.43643948,643903011.1682457,965550.3856810788,2280242.639236178
774,403110975.0123986,-77547469.81359915,216465302.85118937,627785380.8096368,964974.9268475324,2280631.428286713
775,406805835.66302574,-12843720.537498578,262767328.42134,608121291.0473264,964881.1927989711,2281020.4076146474
776,400553697.7680588,52230828.726064675,307574282.91335297,584997154.2347443,965293.3683313909,2281479.437445342
777,384255822.04604,116049783.56606054,350618056.5647872,558521715.2868104,966222.8802236425,2282082.305125463
778,358112183.1878023,176946542.1299445,391637761.460894,528825871.09541655,967666.9152822176,2282904.1299499786
779,322637759.64268917,233280340.63817978,430381731.56259465,496062267.7578777,969607.6031733053,2284018.2652764474
780,278660524.57114863,283508436.43277395,466609438.2029987,460404760.80280066,972012.0625271666,2285492.9152744203
781,227298670.9570988,326257889.48640114,500093565.2254369,422048007.9550865,974833.4202361921,2287387.767219356
782,169917213.0524227,360390093.82605904,530622623.4798829,381206458.99211574,978012.7876535213,2289750.9802189926
783,108068036.14232127,385051421.5943882,558002711.1439965,338112471.84760994,981482.037307015,2292616.8495686357
784,43418968.424909435,399704374.7724519,582058930.1544746,293014839.0391688,985167.1049239732,2296004.3780302946
785,-22321210.198905207,404137375.7414674,602637005.2598591,246177220.70088434,988991.4775389322,2299916.854719994
786,-87474460.6719512,398454146.7195354,619604790.9751694,197876294.5027197,992879.5292027039,2304342.4016927388
787,-150455897.7066299,383046017.74080485,632853562.1538547,148399697.63850722,996759.4254688082,2309255.329160673
788,-209823059.83930078,358552096.5261374,642299065.650406,98043813.04046698,1000565.4154241825,2314618.0658643134
789,-264310468.5769904,325812721.54999495,647882318.8642639,47111437.21745548,1004239.4378324454,2320383.4085270357
790,-312849910.8054827,285821162.8294155,649570143.1467749,-4090634.9873734415,1007732.0621254352,2326496.8558719517
791,-354578294.67849666,239677479.65856874,647355423.8594595,-55254072.557242915,1011002.8515211709,2332898.842320432
792,-388835686.4694711,188547159.79104394,641257093.9222088,-106071480.39083382,1014020.2710550519,2339526.7469289904
793,-415156325.54872996,133625939.70454192,631319843.2897825,-156238844.3421325,1016761.2720958188,2346316.6107632583
794,-433255206.60008204,76111210.36379737,617613562.4705398,-205457913.28045374,1019210.6749835889,2353204.542768784
795,-443012389.5820983,17179707.587403253,600232533.6183559,-253438484.31789336,1021360.4511201631,2360127.827442514
796,-444456691.7845156,-42029244.531517886,579294387.6339161,-299900560.36571306,1023208.9818983395,2367025.7679514987
797,-437749927.6217768,-100425878.77035853,554938849.9115065,-344576352.98345935,1024760.3487523693,2373840.3083272865
798,-423172441.29684687,-156978514.4371149,527326300.72233903,-387212107.89172906,1026023.6887378937,2380516.481032664
799,-401110343.094953,-210719425.08344454,496636178.6473447,-427569735.3277166,1027012.6342529941,2387002.724323123
800,-372044609.258773,-260748904.61854768,463065256.92152864,-465428232.4198109,1027744.8436724261,2393251.1095663384
801,-336542025.0148943,-306238279.9790009,426825823.0298328,-500584889.7307746,1028241.6211663431,2399217.5135289473
802,-295247823.3750807,-346432506.7704559,388143791.4303576,-532856278.85375583,1028527.6180125207,2404861.7655012924
803,-248879781.8754543,-380652882.9936534,347256777.9102158,-562079022.199453,1028630.6034887244,2410147.794471043
804,-198223470.4228486,-408300328.3383874,304412161.81577617,-588110349.5197104,1028581.2902422891,2415043.797519022
805,-144128283.52548134,-428859601.3020424,259865159.26456845,-610828447.4571406,1028413.196294748,2419522.447114513
806,-87503830.1791227,-441904759.6802141,213876927.12357637,-630132606.2076422,1028162.5230995214,2423561.1517923246
807,-29316191.3964793,-447106107.092879,166712720.7535392,-645943155.5538217,1027868.0260112822,2427142.3814354595
808,29416491.502855644,-444238795.11011976,118640182.17672211,-658201168.5712854,1027570.8499629811,2430254.064594271
809,87629628.93134354,-433193030.1356419,69928008.81125857,-666868126.5794559,1027314.2990319065,2432890.0603447035
810,144219983.28787476,-413985402.3920627,20844578.62376699,-671926262.488144,1027143.5041314682,2435050.700107884
811,198056984.7682988,-386771818.4433442,-28344397.00157976,-673378097.3538824,1027104.9498503489,2436743.3845287324
812,247997363.28886005,-351861555.1126719,-77377230.43223181,-671245030.6894062,1027245.8202020488,2437983.209197545
813,292904275.7892524,-309730703.10234356,-125997210.60171247,-665566580.2808675,1027613.1225983355,2438793.57807646
814,331671963.78808206,-261033995.71257782,-173953686.66647756,-656399716.1766723,1028252.5548804161,2439206.743310907
815,363256302.1339151,-206613366.67931807,-221003116.24102396,-643818097.2953742,1029207.0942174065,2439264.1886522733
816,386711141.8289746,-147501031.43877745,-266910020.0349285,-627911242.1879725,1030515.3109714511,2439016.7534904215
817,401229604.28264594,-84914581.32893941,-311447838.2797474,-608783663.4045928,1032209.4470672442,2438524.380098322
818,406188465.6838149,-20241549.601220123,-354399694.2606654,-586553982.6669971,1034313.3465927874,2437855.3649395593
