uur,vx_c,x_c,y_c,vx_b,x_b,y_b,vx_ster,x_ster,y_ster
992384,-19004.370559350693,22256742328209.37,-7024754291515.284,32081.450576006268,22258322092990.53,-6998004015076.225,72.53048308929371,22236113271948.94,-7016942047223.221
992385,-28439.761887186472,22253898352020.652,-7028220016226.822,27694.488838939655,22261091541874.426,-7001207130407.824,115.66069973179987,22236124838018.914,-7016923988818.602
992386,-37775.04576061364,22250120847444.59,-7031088266334.479,22916.778653943766,22263383219739.82,-7004711939938.274,160.89970602390025,22236140927989.516,-7016905260626.474
992387,-46452.10884337971,22245475636560.25,-7033071743970.797,17880.67807072938,22265171287546.895,-7008442877919.928,206.44243789219024,22236161572233.305,-7016886835451.551
992388,-53458.07711547741,22240129828848.703,-7033832396943.752,12710.031217300682,22266442290668.625,-7012324864806.72,249.6959375171333,22236186541827.055,-7016869776755.923
992389,-57105.03796602303,22234419325052.1,-7033014366687.924,7516.194221723407,22267193910090.797,-7016285276345.828,286.8968319454303,22236215231510.25,-7016855166398.849
992390,-55034.1626252781,22228915908789.574,-7030349094718.943,2395.9353333147374,22267433503624.13,-7020255400041.606,313.1312521394606,22236246544635.465,-7016843902438.764
992391,-45095.65271019866,22224406343518.555,-7025855634809.191,-2569.088007192583,22267176594823.41,-7024171417080.226,323.9591334246094,22236278940548.81,-7016836324311.309
992392,-27490.557689731577,22221657287749.582,-7020025892676.898,-7311.694071780952,22266445425416.23,-7027974981381.377,319.35661642951345,22236310876210.453,-7016831868141.601
992393,-6146.02364218772,22221042685385.363,-7013731448686.451,-11777.84011515347,22265267641404.715,-7031613479919.683,306.24198843826355,22236341500409.297,-7016829236888.213
992394,13619.083962714682,22222404593781.633,-7007837456463.763,-15924.979102000198,22263675143494.516,-7035040056210.79,294.1651351130724,22236370916922.81,-7016827111566.409
992395,28596.578556334163,22225264251637.266,-7002907530703.823,-19720.338444085577,22261703109650.105,-7038213470224.067,288.8445486473612,22236399801377.67,-7016824695791.013
992396,38261.6487755979,22229090416514.824,-6999185315681.176,-23139.2163503392,22259389188015.07,-7041097856801.242,291.1021820060283,22236428911595.87,-7016821751152.757
992397,43437.88287936135,22233434204802.76,-6996706449171.612,-26163.37553492636,22256772850461.58,-7043662431719.002,299.31360815198514,22236458842956.688,-7016818392658.733
992398,45208.076437919895,22237955012446.555,-6995402486737.929,-28779.610390774564,22253894889422.5,-7045881181948.108,311.4063611916878,22236489983592.81,-7016814899077.98
992399,44483.49407824077,22242403361854.38,-6995163058688.918,-30978.528508397332,22250797036571.66,-7047732566190.141,325.6463862859583,22236522548231.438,-7016811600179.728
992400,41927.08040593953,22246596069894.973,-6995866295995.406,-32753.553162716107,22247521681255.387,-7049199243731.777,340.7736631955745,22236556625597.758,-7016808822267.367
992401,37991.74959646621,22250395244854.62,-6997391502330.845,-34100.13492521835,22244111667762.863,-7050267843722.548,355.9270338562075,22236592218301.145,-7016806866185.3
992402,32976.581157869885,22253692902970.406,-6999622983830.401,-35015.15411164564,22240610152351.7,-7050928782728.667,370.5371592355747,22236629272017.066,-7016806001333.645
992403,27073.561097794576,22256400259080.188,-7002449637750.985,-35496.49578180718,22237060502773.52,-7051176135442.161,384.23790820694546,22236667695807.887,-7016806467184.889
992404,20401.59441060524,22258440418521.246,-7005762417436.26,-35542.78216005797,22233506224557.516,-7051007561373.83,396.80212187463496,22236707376020.074,-7016808478384.711
992405,13030.91232758195,22259743509754.004,-7009450501089.717,-35153.25196264988,22229990899361.25,-7050424288916.563,408.0959369530049,22236748185613.77,-7016812231904.241
992406,5002.134169829434,22260243723170.99,-7013396316377.106,-34327.78131895492,22226558121229.355,-7049431157053.147,418.0437886024811,22236789989992.63,-7016817915962.062
992407,-3655.4316805321932,22259878180002.934,-7017469181705.782,-33067.04620932876,22223251416608.42,-7048036713945.011,426.5956456643065,22236832649557.195,-7016825721161.041
992408,-12900.473911793422,22258588132611.754,-7021517072208.663,-31372.831137302914,22220114133494.69,-7046253370430.439,433.6858682528389,22236876018144.02,-7016835854758.005
992409,-22642.42855384252,22256323889756.37,-7025355917109.739,-29248.492496024195,22217189284245.09,-7044097604836.394,439.16729750624546,22236919934873.77,-7016848559180.483
992410,-32675.02754095554,22253056387002.277,-7028756164955.266,-26699.586776722535,22214519325567.418,-7041590213212.398,442.69251094090123,22236964204124.863,-7016864135310.628
992411,-42555.33871135666,22248800853131.14,-7031428040241.752,-23734.671599070985,22212145858407.51,-7038756595866.759,443.4956643761194,22237008553691.3,-7016882967967.072
992412,-51395.82059268838,22243661271071.87,-7033012395708.01,-20366.278187598717,22210109230588.75,-7035627066659.707,440.0150767104792,22237052555198.973,-7016905540943.674
992413,-57570.95485539572,22237904175586.332,-7033098119449.762,-16612.03143860647,22208448027444.89,-7032237165546.216,429.35929703167295,22237095491128.676,-7016932403104.035
992414,-58540.60840534367,22232050114745.797,-7031311706941.611,-12495.850550672996,22207198442389.824,-7028627946348.311,406.98870960807545,22237136189999.637,-7016964001663.301
992415,-51506.07928843318,22226899506816.953,-7027527437617.975,-8049.115081843025,22206393530881.64,-7024846195759.674,367.93108962111125,22237172983108.598,-7017000293669.238
992416,-35721.41835858873,22223327364981.094,-7022118007286.195,-3311.84902062558,22206062345979.58,-7020944497831.081,311.04697845767555,22237204087806.445,-7017040283853.514
992417,-14697.140324317217,22221857650948.66,-7015935097654.091,1664.6785487792677,22206228813834.457,-7016980992376.202,243.10510872493762,22237228398317.316,-7017082061848.663
992418,5797.931834283983,22222437444132.09,-7009906780945.809,6811.394102695216,22206909953244.727,-7013018906717.295,175.1394571979294,22237245912263.035,-7017123546686.138
992419,21951.77508403102,22224632621640.492,-7004673455734.258,12039.535500143982,22208113906794.742,-7009126373433.46,114.69430132129051,22237257381693.168,-7017163158625.157
992420,32925.7647830148,22227925198118.793,-7000537757541.109,17249.067541225028,22209838813548.863,-7005375873881.339,63.901828152425104,22237263771875.984,-7017199914704.317
992421,39426.95171464526,22231867893290.258,-6997578316048.797,22329.666588359498,22212071780207.7,-7001842678088.063,22.10682172676804,22237265982558.156,-7017233228308.954
992422,42488.557835873195,22236116749073.844,-6995760127226.861,27159.021733543093,22214787682381.055,-6998602714171.573,-11.876527294082692,22237264794905.426,-7017262718323.263
992423,42991.49196210096,22240415898270.055,-6995000301370.223,31605.62127485685,22217948244508.54,-6995730031047.597,-38.89940566759306,22237260904964.86,-7017288102885.67
992424,41576.161980437246,22244573514468.098,-6995200224360.371,35534.80181394495,22221501724689.934,-6993293893479.816,-59.35139961601709,22237254969824.9,-7017309157182.878
992425,38677.33027913507,22248441247496.01,-6996259236712.906,38816.77465777009,22225383402155.71,-6991355655300.571,-73.27181863369833,22237247642643.035,-7017325706597.79
992426,34577.78667036331,22251899026163.047,-6998079161598.866,41335.77343800063,22229516979499.51,-6989965662446.777,-80.50226924492388,22237239592416.11,-7017337636542.498
992427,29452.60331056224,22254844286494.1,-7000564382123.229,42999.26271125631,22233816905770.637,-6989160500474.059,-80.82223472723457,22237231510192.637,-7017344908469.728
992428,23400.70360924717,22257184356855.027,-7003619576492.548,43745.90939772062,22238191496710.41,-6988960907817.939,-74.05402119763043,22237224104790.516,-7017347576292.29
992429,16466.824722358306,22258831039327.26,-7007145874978.863,43551.034835142236,22242546600193.926,-6989370617868.126,-60.135218845166264,22237218091268.633,-7017345800259.223
992430,8658.106237480344,22259696849951.008,-7011035457376.645,42428.6179233448,22246789461986.26,-6990376276728.393,-39.16102134410046,22237214175166.5,-7017339857392.195
992431,-39.80120952931611,22259692869830.055,-7015164098669.015,40429.54065924276,22250832416052.188,-6991948434766.149,-11.403608070513464,22237213034805.69,-7017330149400.308
992432,-9639.995361699444,22258728870293.883,-7019380722047.733,37636.467736143655,22254596062825.8,-6994043465491.12,22.676008877723532,22237215302406.58,-7017317210666.277
992433,-20112.10842017015,22256717659451.867,-7023492652073.908,34156.307594905506,22258011693585.293,-6996606158612.242,62.39445357479944,22237221541851.938,-7017301720198.152
992434,-31295.629590928012,22253588096492.773,-7027245419222.356,30111.47007649782,22261022840592.94,-6999572682655.713,106.73759716294909,22237232215611.652,-7017284521450.775
992435,-42722.667026866955,22249315829790.086,-7030298323708.013,25631.119867914356,22263585952579.734,-7002873614793.998,154.0853427306388,22237247624145.926,-7017266649565.993
992436,-53285.36265314827,22243987293524.77,-7032206453184.157,20843.42152376449,22265670294732.11,-7006436779947.022,201.64437612079513,22237267788583.54,-7017249347841.456
992437,-60753.53639567346,22237911939885.203,-7032446638613.52,15869.457988979862,22267257240531.008,-7010189714074.2,244.5951548699287,22237292248099.027,-7017234005452.395
992438,-61598.824135361596,22231752057471.668,-7030568913983.415,10819.126175922765,22268339153148.6,-7014061651557.085,275.7919844782638,22237319827297.477,-7017221866735.57
992439,-52542.964225721655,22226497761049.098,-7026523493356.961,5788.942647692512,22268918047413.37,-7017985014799.642,288.6284911155275,22237348690146.59,-7017213420017.899
992440,-34296.70743609124,22223068090305.49,-7020913538829.091,861.4018944979134,22269004187602.82,-7021896441438.331,283.9300317444984,22237377083149.766,-7017207925883.109
992441,-12524.605544495855,22221815629751.04,-7014740132843.343,-3894.626681760654,22268614724934.645,-7025737417350.5,271.72891048148006,22237404256040.812,-7017203883324.939
992442,6961.069029160582,22222511736653.957,-7008874787357.731,-8422.894670505342,22267772435467.594,-7029454596474.447,262.4036652084586,22237430496407.332,-7017199999730.048
992443,21663.05787277896,22224678042441.234,-7003829756830.636,-12678.377654302312,22266504597702.164,-7032999886899.194,260.2910558801412,22237456525512.92,-7017195613552.813
992444,31596.349759678727,22227837677417.203,-6999823397842.184,-16625.651215027647,22264842032580.66,-7036330373047.35,265.1555675804993,22237483041069.68,-7017190574352.127
992445,37645.24254498583,22231602201671.703,-6996905567806.892,-20237.232100232322,22262818309370.637,-7039408131877.164,275.20665782225154,22237510561735.46,-7017185012832.92
992446,40730.00581327267,22235675202253.03,-6995045260186.618,-23492.025904872815,22260469106780.15,-7042199989197.388,288.62500402208974,22237539424235.863,-7017179180815.404
992447,41570.04711370445,22239832206964.402,-6994177622418.358,-26373.95142539293,22257831711637.61,-7044677251313.859,303.9907774523726,22237569823313.61,-7017173366183.197
992448,40672.91746316699,22243899498710.72,-6994226228237.167,-28870.765352031292,22254944635102.406,-7046815437954.121,320.29700206514144,22237601853013.816,-7017167853415.756
992449,38378.23135377143,22247737321846.098,-6995112486780.563,-30973.08687520508,22251847326414.887,-7048594035001.086,336.8629109711852,22237635539304.914,-7017162907704.011
992450,34902.28260338059,22251227550106.438,-6996758650260.915,-32673.61059405419,22248579965355.48,-7049996279925.599,353.2471259939374,22237670864017.51,-7017158770668.226
992451,30371.598755397004,22254264709981.977,-6999087528937.814,-33966.492040792014,22245183316151.402,-7051008988685.418,369.1822301158409,22237707782240.523,-7017155661899.034
992452,24845.903716264394,22256749300353.6,-7002020238709.327,-34846.89013484454,22241698627137.918,-7051622429945.298,384.529775395282,22237746235218.062,-7017153783845.505
992453,18333.65291087513,22258582665644.688,-7005472345500.847,-35310.65324814373,22238167561813.105,-7051830250463.837,399.24981825512737,22237786160199.887,-7017153329356.6875
992454,10803.828510487434,22259663048495.734,-7009348161237.199,-35354.13924419847,22234632147888.688,-7051629454107.034,413.3781315570582,22237827498013.043,-7017154492313.994
992455,2198.6928153882254,22259882917777.273,-7013532425174.708,-34974.16412747307,22231134731475.94,-7051020435931.154,427.00240614192717,22237870198253.656,-7017157482757.66
992456,-7544.573002187481,22259128460477.055,-7017878036623.403,-34168.07819428723,22227717923656.51,-7050007071888.726,440.2228300837008,22237914220536.664,-7017162548961.756
992457,-18447.30109518669,22257283730367.535,-7022187931082.064,-32933.97206031058,22224424526450.48,-7048596863706.861,453.06750035618046,22237959527286.7,-7017170009975.704
992458,-30383.93040181584,22254245337327.355,-7026189210872.235,-31271.016370209865,22221297424813.46,-7046801137082.929,465.30021336563027,22238006057308.035,-7017180302123.353
992459,-42851.21134456739,22249960216192.9,-7029500764657.186,-29179.93589503883,22218379431223.957,-7044635289136.514,475.99802536820124,22238053657110.57,-7017194037209.186
992460,-54517.01880121032,22244508514312.777,-7031609735914.713,-26663.606839673335,22215713070539.99,-7042119077282.4795,482.7234817675363,22238101929458.746,-7017212044177.945
992461,-62584.70517814059,22238250043794.965,-7031913160735.73,-23727.74430725345,22213340296109.26,-7039276934359.332,480.3575228479155,22238149965211.03,-7017235290550.875
992462,-62781.06715569402,22231971937079.395,-7029938626668.973,-20381.666997823122,22211302129409.48,-7036138278324.016,461.0818013337999,22238196073391.164,-7017264474061.817
992463,-51983.35856014559,22226773601223.38,-7025755072199.002,-16639.563048665725,22209638173104.613,-7032737754336.127,419.22617348679637,22238237996008.51,-7017299264371.132
